question,answer
yeah this was fun i love you,"['mosquitoes', 'is', 'is', 'i', 'i', 'is', 'me', '.', '.', '.']"
"you should more often , cause we make really sexy friends","['regular', 'is', ',', 'i', 'is', 'is', 'in', 'in', 'in', 'all']"
ok well then i guess this is goodbye if you do not want to be lovers,"['until', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
no it is warm here . how is the weather there ?,"['regular', 'in', 'makes', 'is', 'is', 'is', 'is', 'all', 'in', '.']"
sounds like good hot chocolate weather ? do you like hot chocolate ? i love it .,"['nachos', 'likes', 'makes', 'i', 'is', 'and', 'in', 'in', 'or', 'or']"
sometimes i watch game of thrones on my iphone 7 .,"['sometimes', ',', 'has', 'i', 'comes', 'is', 'in', 'in', 'in', '.']"
that is great . i love seafood . unfortunately i 'm allergic . what is your favorite food .,"['someday', ',', 'is', 'is', 'me', '.', '.', '.', '.', '.']"
we had that alot growing up . my dad worked 11 hour days and mom was busy .,"['we', 'likes', 'my', 'i', 'i', 'and', '.', '.', '.', '.']"
"no , my mom did , she used to read me bedtime stories when i saw her .","['regular', ',', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
really great . what about you ? what have you done today ?,"['people', 'rules', 'makes', 'i', 'i', 'and', 'for', 'all', '.', '.']"
i 've been reading books with my daddy,"['i', 'drink', 'when', 'for', 'volley', 'and', 'every', 'every', 'every', '.']"
he just got me a train set . i love him,"['we', 's', 'makes', 'are', 'is', 'is', 'me', '.', '.', '.']"
i used to have a cat but she died . it made me so sad,"['i', 'used', 'in', 'i', 'comes', 'is', 'for', 'in', 'hot', '.']"
aw i love doggies . my dog is named percy,"['nachos', 'mcgreggor', 'is', 'is', '.', '.', '.', '.', '.', '.']"
that is such a cute name !,"['someday', ',', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
oooh . do you watch tv ?,"['my', ',', 'my', 'i', 'i', 'volley', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am tired from playing tennis . how are you ?,"['i', 'am', 'recently', 'in', 'in', 'and', 'for', 'every', '.', '.']"
do you like any other activities ? do you have a favorite show ?,"['its', 'rules', ',', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
what do you write ? my 2 sisters and i like to wate silicon valley together .,"['penn', 'rules', ',', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
no . sounds interesting . i do not have much time to read as a baker .,"['summer', ',', 'is', '.', '.', '.', '.', 'here', 'last', '.']"
i love pastries more than bread . my mom nags me not to eat them .,"['i', 'live', 'iced', 'in', 'in', 'and', 'and', '.', '.', '.']"
mom warns against too many sweets since she 's a dentist . do you have family ?,"['going', 'chip', 'makes', 'i', 'i', 'is', 'in', 'all', 'or', 'all']"
interesting ! why should you not eat pastries ? they 're so tasty .,"['the', 'rules', ',', 'i', 'is', 'and', 'in', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am doing great how are you,"['i', 'live', 'like', 'in', 'are', 'and', 'and', '.', '.', '.']"
that 's good . what do you do for a living,"['until', 'scare', 'i', 'i', 'i', 'i', 'is', 'in', '.', '.']"
that 's nice grandchildren are a joy to have around .,"[""i'ven"", 'scare', 'i', 'i', 'i', 'i', 'in', 'in', 'in', '.']"
no i do n't i do n't even have kids,"['although', 'i', 'i', 'i', 'comes', 'is', 'in', 'in', 'or', 'or']"
i am in my 20 s my brother has a son .,"['i', 'live', 'in', 'in', 'in', 'and', 'for', 'a', 'or', 'or']"
our mom and dad died when i was 10 so my brother took care of me,"['winter', 'is', 'makes', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"in a cake , preferably ! haha . how about you ?","['since', 'rules', 'i', 'i', 'volley', 'volley', 'every', '.', '.', '.']"
oh i can not wait to retire and have time for breakfast .,"['someday', ',', 'i', 'i', 'i', 'and', 'in', 'in', 'or', 'or']"
i 'm just a baker . i sneak a couple bites here and there .,"['i', 'wait', 'makes', 'is', 'i', 'and', 'every', '.', '.', '.']"
sounds idyllic . any kids ?,"['and', 'is', 'i', 'is', 'is', 'is', '.', '.', '.', '.']"
i want to retire from baking soon and spend time with my beautiful wife and kids .,"['i', 'want', 'i', 'i', 'i', 'volley', 'for', 'a', 'a', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"i am tara . i am really thin , almost like a skeleton .","['i', 'am', 'released', 'in', 'in', 'for', 'every', '.', '.', '.']"
i try and eat but food allergies . i am allergic to shrimp .,"['i', 'can', 'not', 'to', 'comes', 'for', 'saturday', '.', '.', '.']"
i am 43 with long legs !,"['i', 'live', 'released', 'in', 'are', 'and', 'and', '.', '.', '.']"
being so tall makes me feel like a dump .,"['until', 'cleats', 'i', 'i', 'will', 'is', 'is', 'all', 'hot', '.']"
that is so nice ! my husband is tall too !,"[""i'ven"", 'a', 'my', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"i 'm cleaning my hearse to set up for my favorite holiday , halloween !","['i', 'notice', 'are', 'and', 'i', 'and', 'for', 'a', 'a', 'or']"
i 'm not sure . maybe someone from a rock band . i adore alternative rock .,"['i', 'help', 'in', 'for', 'i', 'and', 'for', 'a', '.', '.']"
my job is at a craft store and i enjoy crocheting . what about you ?,"['my', 'released', 'are', 'are', 'comes', 'and', 'for', 'in', 'for', 'all']"
that 's cool . thank you for your service .,"['until', 'scare', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
how do you like that ?,"['winter', 's', 'makes', 'is', 'is', 'volley', 'football', '.', '.', '.']"
that must be fun . i 'd like to travel .,"[""i'ven"", 'my', 'my', 'is', 'is', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"doing alright , just finished a project and now watching tv with my dog .","['ocd', 'rules', 'makes', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
i most like to create houses out of matches .,"['i', 'drink', 'all', 'for', 'for', 'and', 'for', 'every', '.', '.']"
"vermont , born and raised . no money to go anywhere else . you ?","['until', 'my', 'i', 'is', 'is', 'me', '.', '.', '.', '.']"
oh that is too bad . is your whole family boarding up ?,"['until', 'a', 'my', 'i', 'is', 'is', '.', '.', '.', '.']"
"oh good , what do you plan to do to pass time ?","['until', 'my', 'makes', 'i', 'is', 'is', 'is', 'in', 'in', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
good how are you doing today,"['although', 'is', 'is', 'is', 'is', 'is', '.', '.', '.', '.']"
yes i love french vanilla coffee i am a vegan are u,"['someday', ',', 'makes', 'i', 'i', 'and', 'is', 'in', 'or', 'or']"
ha that 's funny do u have a job i like mine alot,"['regular', 'in', 'makes', 'is', 'is', 'is', 'is', 'in', 'or', 'or']"
yes anything works as a job if your getting paid,"['until', 'my', 'my', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
lmfao that funny so any way i used to be an actress,"['regular', 'a', 'makes', 'i', 'is', 'is', 'is', 'in', 'in', 'or']"
i was a hollywood actor who perform in blockbuster films loll,"['i', 'was', 'in', 'in', 'and', 'and', 'for', 'a', 'a', 'all']"
well i ca n't tell u its a secret but any i 'm retired now i 'm old,"['its', 'rules', 'i', 'i', 'i', 'i', 'in', 'in', 'or', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
hello there sweetie . i 'm well . how about yourself ?,"['regular', 'in', 'makes', 'is', 'is', 'is', 'every', '.', '.', '.']"
my oldest child is like that . i always have to help him out .,"['my', 'released', 'are', 'for', 'in', 'class', '.', '.', '.', '.']"
i 'm taking a break from harvesting these crops and making lunch .,"['i', 'notice', 'are', 'are', 'comes', 'and', 'for', 'a', 'for', 'for']"
"we are supposed to have snow soon . the machines went through , just gleaning the potato fields .","['we', 's', 'makes', 'like', 'are', 'is', 'a', '.', '.', '.']"
yup usually it falls around halloween . i bet it will hit early this year,"['penn', 'rules', ',', 'i', 'is', 'is', '.', '.', '.', '.']"
southern idaho . good guess though .,"['regular', 'scare', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am doing well . i own a cattle farm .,"['i', 'live', 'released', 'in', 'in', 'volley', 'a', 'every', '.', '.']"
"i 'm guessing you are not very good at your job , or you would know farmers rely on tech .","['i', 'once', 'makes', 'is', 'comes', 'and', 'for', 'rise', 'for', 'for']"
i have dogs and cats . do you have any pets ?,"['i', 'have', 'give', 'in', 'are', 'volley', '.', '.', '.', '.']"
"my wife and kids like to fish , we have a cabin cruiser we take on lake michigan .","['my', 'likes', 'has', 'are', 'and', 'and', 'and', 'in', 'and', 'or']"
"no , they reside in australia on their own cattle station .","['regular', 'is', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
cattle stations run different there than cattle farms in the us do .,"['rita', 'rules', ',', 'i', 'i', 'is', 'is', 'all', 'or', 'all']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"hello , its great . loaded up on junk food and soda","['until', 'cleats', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
cool what kind of truck ? i 've my dads old car .,"['until', 'cleats', 'i', 'i', 'is', 'is', 'is', 'all', 'or', 'or']"
chevy impala . nice hand me down ride,"['it', 'makes', 'is', 'is', 'is', 'teachers', '.', '.', '.', '.']"
blue . i love the car but i 'm normally out running .,"[""i'ven"", 'scare', 'my', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
ll . . . all the caffeine keeps my energy up,"['summer', ',', 'disappoints', '.', '.', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm good how are you ?,"['i', 'notice', 'makes', 'for', 'volley', 'and', 'every', 'every', '.', '.']"
what do you do ?,"['although', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm an it tech,"['i', 'usually', 'in', 'slackware', 'every', '.', '.', '.', '.', '.']"
"music , computers . . . u ?","['regular', 'is', 'disappoints', '.', '.', '.', '.', '.', '.', '.']"
i can not read over music so i never read lol,"['i', 'can', 'too', 'for', 'comes', 'for', 'for', 'a', 'a', 'all']"
kool,"['rednecks', '.', '.', 'and', 'and', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
yes i concur let us do so . you work ?,"['someday', ',', 'i', 'i', 'i', 'and', 'in', 'all', '.', '.']"
oh that 's exciting what does it do ?,"['until', 'a', ',', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
i am in marketing with a big firm maybe we can help you with that,"['i', 'live', 'in', 'in', 'in', 'and', 'for', 'a', 'or', 'or']"
so before we collaborate i must know do you like music ?,"['i', ',', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
i 'm into classic rock so i think we could work together .,"['i', 'wait', 'makes', 'are', 'i', 'and', 'for', 'rise', 'for', 'for']"
yeah that 's the way to go but how will you target people ?,"['grandma', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'or']"
they are poor now but have all the buying power in next few decades .,"['regular', 'rules', ',', 'i', 'is', 'is', 'is', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
oh nothing much just watching tv,"['someday', ',', 'makes', 'is', 'is', 'is', '.', '.', '.', '.']"
what do you do for a living ?,"['regular', 'makes', ',', 'i', 'i', 'is', 'is', 'all', '.', '.']"
i work for a software company,"['i', 'work', 'in', 'in', 'and', '.', '.', '.', '.', '.']"
yes i guess you can say that,"['my', ',', 'i', 'i', 'i', 'is', 'in', '.', '.', '.']"
i like the sea hawks,"['i', 'like', 'sometimes', 'is', 'is', 'z', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i am good . tell me a little about yourself .,"['i', 'live', 'released', 'for', 'than', 'and', 'and', 'a', '.', '.']"
"i love to read too , mostly the bible and religious materials .","['i', 'am', 'in', ',', 'and', 'and', 'and', 'a', 'and', 'or']"
do you like to travel ?,"['unfortunately', ',', 'i', 'i', 'volley', 'volley', '.', '.', '.', '.']"
interesting . i took a 747 on my recent vacation in england .,"['it', 'likes', 'my', 'i', 'i', 'and', 'in', 'in', 'or', 'or']"
public transport drives me crazy ! i get so annoyed .,"['grandma', 'chip', 'makes', 'is', 'is', 'is', 'in', 'in', 'in', '.']"
the whole experience annoys me . do you watch tv ?,"['in', 'rules', 'my', 'are', 'is', 'all', '.', '.', '.', '.']"
i like jeopardy myself and wheel of fortune .,"['i', 'like', 'paste', 'in', 'are', 'volley', 'for', 'a', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm great ! how are you ?,"['i', 'notice', 'when', 'for', 'for', 'and', 'every', 'every', '.', '.']"
i see . what do like to eat ?,"['i', 'help', 'like', 'for', 'comes', 'and', 'a', 'a', '.', '.']"
that sounds fun ! do make a lot of desserts ?,"[""i'ven"", 'scare', 'my', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
"cool ! i really love chocolate cake , but cannolis are so good too !","[""i'ven"", 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
fried chicken with mashed potatoes .,"['my', ',', 'is', 'is', '.', '.', '.', '.', '.', '.']"
"yeah , i like playing video games lol and you ?","['regular', ',', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"hi there ! i 'm okay , how s you ?","['until', 'scare', 'i', 'i', 'i', 'i', 'is', 'in', 'or', 'or']"
"oh , i see . did she pass away ?","['until', 'cleats', 'i', 'i', 'i', 'is', 'in', '.', '.', '.']"
oh dear . i 'm sorry to hear that,"['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
mine are both alive . divorced and remarried .,"['helping', 'chip', 'is', 'is', 'is', 'every', '.', '.', '.', '.']"
i am not . i just work in an office,"['i', 'own', 'closets', '.', '.', '.', '.', 'every', '.', '.']"
"i love to watch wwe , but i do not tell people that","['i', 'love', 'to', 'is', 'and', 'is', 'and', 'a', 'or', 'or']"
i guess i am just embarrassed,"['i', 'drink', 'like', 'for', 'in', 'every', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
"good , 43 yr old female named becky","['regular', 'and', 'makes', 'i', 'is', 'is', 'is', 'all', '.', '.']"
i like to dye my haire pink and short . and a truck driver .,"['i', 'like', 'sometimes', 'for', 'in', 'for', 'for', 'a', 'for', 'all']"
oh cool i have tattoos both my arms covered .,"['until', 'cleats', 'i', 'i', 'is', 'is', 'is', 'all', '.', '.']"
bunch of stuff . being a truck driver also gives me the time to travel .,"['regular', 'is', 'my', 'is', 'is', 'is', 'is', 'in', 'in', '.']"
"i love the beach , it is my favorite place","['i', 'love', 'i', 'in', 'are', 'and', 'and', 'in', 'for', '.']"
yeah best time to have a life,"['relly', ',', 'are', 'is', 'and', 'in', 'every', '.', '.', '.']"
it is sooo relaxing on the beach .,"['it', 'snorkeling', 'makes', 'i', 'i', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
_ _ SILENCE _ _,"['my', ',', 'i', 'is', 'is', '.', '.', '.', '.', '.']"
i 'm a mom and a grandma . my kids are all grown .,"['i', 'help', 'makes', 'are', 'comes', 'and', 'every', 'every', '.', '.']"
"oh ? why do you keep going , then ?","['until', 'a', 'makes', 'i', 'is', 'is', 'is', 'in', 'in', 'all']"
what makes you keep going if you hate it ?,"['regular', 'in', 'makes', 'i', 'is', 'is', 'is', 'in', 'for', '.']"
that sounds like me years ago . . . are all thos activities important ?,"[""i'ven"", 'rules', 'i', 'i', 'is', 'every', '.', '.', '.', '.']"
how long have you been married ? do you love him ?,"['regular', 'a', 'makes', 'i', 'is', 'is', 'for', 'in', 'for', 'all']"
"sports are good , but do not overdo it .","['it', 'notice', ',', 'i', 'i', 'and', 'is', 'all', '.', '.']"
it is up to you to stop it . see what you truly enjoy .,"['helping', 'is', 'makes', 'i', 'i', 'is', 'is', 'all', '.', '.']"
